CODVIA,CIVICO,BARRATO,X,Y,DENOMINAZIONE,CATEGORIA,GRADO,SOTTOTIPO,TIPO_U,MATRICE,NUM_ISCR,COD_SEDE,INDIRIZZO,TIPO,PARITARIA,NUM_CLASSI,TIPO_IST,ATTIVITA,MUNICIPIO,ID_NIL,NIL,LONG_X_4326,LAT_Y_4326,Location,ANNOSCOL,CODICE
2329,47,,1518236.248,5038432.081,LAS  CARAVAGGIO,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,682,4259,VIA PRINETTI LUIGI 47,STATALE,PARITARIA,34,LICEO ARTISTICO STATALE,DIURNO,2,19,PADOVA - TURRO - CRESCENZAGO,9.233055151,45.49900167,"(45.4990016733164, 9.23305515057226)",,
3091,27,,1517094.203,5034611.822,Iø LAS,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,1208,4260,VIA HAJECH CAMILLO 27,STATALE,PARITARIA,55,LICEO ARTISTICO STATALE,DIURNO,4,26,XXII MARZO,9.218305321,45.46464464,"(45.4646446380984, 9.21830532072113)",,
3091,27,,1517094.203,5034611.822,Iø LAS SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,65,4260,VIA HAJECH CAMILLO 27,STATALE,PARITARIA,3,LICEO ARTISTICO STATALE,DIURNO,4,26,XXII MARZO,9.218305321,45.46464464,"(45.4646446380984, 9.21830532072113)",,
2659,78,,1519732.943,5037012.016,LA FONDAZIONE SACRO CUORE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,151,3110,VIA ROMBON 78,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,5,LICEO ARTISTICO,DIURNO,3,23,LAMBRATE - ORTICA,9.252154556,45.48617919,"(45.486179190926, 9.25215455635025)",,
1267,88,,1513103.944,5038860.496,ITC SANTA GEMMA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PRIVATI ESISTENTI,50,3075,VIA BALDINUCCI FILIPPO 88,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,3,ISTITUTO TECNICO COMMERCIALE,DIURNO,9,77,BOVISA,9.167377311,45.50297275,"(45.5029727452288, 9.16737731132012)",,
2682,15,,1519153.763,5035618.106,ITT P.P.PASOLINI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,780,4269,VIA BISTOLFI LEONARDO 15,STATALE,PARITARIA,37,ISTITUTO TECNICO PER IL TURISMO STATALE,DIURNO,3,23,LAMBRATE - ORTICA,9.244689006,45.47364882,"(45.4736488232146, 9.2446890062416)",,
2524,16,,1518922.133,5038460.211,ITAS G.NATTA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,1023,4270,VIA CALABRIA DON GIOVANNI 16,STATALE,PARITARIA,47,ISTITUTO TECNICO ATTIVITA' SOCIALI STATALE,DIURNO,3,18,CIMIANO - ROTTOLE - Q.RE FELTRE,9.241834961,45.49923665,"(45.4992366460769, 9.2418349609102)",,
6810,4,,1510791.929,5033614.737,IT  SCUOLA COMUNITA' EBRAICA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PRIVATI ESISTENTI,34,3145,VIA MAYER SALLY 4,ENTE PRIVATO LAICO,PRIVATA PARITARIA,5,ISTITUTO TECNICO,DIURNO,6,52,BANDE NERE,9.137668544,45.45579526,"(45.4557952572962, 9.13766854412073)",,
402,105,,1515581.878,5033455.962,LL G.B.MONTINI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,75,3021,CSO DI PORTA ROMANA 105,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,5,LICEO LINGUISTICO,DIURNO,1,4,GUASTALLA,9.198924072,45.45427605,"(45.4542760465093, 9.19892407247393)",,
4026,14,,1515319.393,5033521.207,LA  GIOVANNI XXIII,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,83,4277,CSO DI PORTA VIGENTINA 14,ENTE PRIVATO LAICO,PRIVATA PARITARIA,6,LICEO ARTISTICO,DIURNO,1,5,PORTA VIGENTINA - PORTA LODOVICA,9.195569168,45.4548691,"(45.4548691026392, 9.19556916751599)",,
4103,34,,1515793.938,5033741.507,IT NATIONAL AVIO SCHOOL,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PRIVATI ESISTENTI,54,3027,VIA LAMARMORA ALFONSO 34,ENTE PRIVATO LAICO,PRIVATA PARITARIA,5,ISTITUTO TECNICO,DIURNO,1,4,GUASTALLA,9.20164526,45.45684148,"(45.4568414841477, 9.20164526035925)",,
1108,51,,1515533.393,5037159.686,LS MARIA CONSOLATRICE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,187,3036,VIA GIOIA MELCHIORRE 51,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,10,LICEO SCIENTIFICO,DIURNO,2,11,ISOLA,9.19842074,45.48761419,"(45.4876141853097, 9.1984207397984)",,
5261,4,,1513847.454,5031565.437,LS  MADRE A.COCCHETTI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,80,3129,VLE GIOVANNI DA CERMENATE 4,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,5,LICEO SCIENTIFICO,DIURNO,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.176689405,45.43729583,"(45.4372958251606, 9.17668940486075)",,
6672,12,,1510019.384,5032713.882,LS ALEXIS CARREL,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,208,4289,VIA INGANNI ANGELO 12,ENTE PRIVATO LAICO,PRIVATA PARITARIA,10,LICEO SCIENTIFICO,DIURNO,6,53,LORENTEGGIO,9.127769875,45.4476981,"(45.4476980956169, 9.12776987461916)",,
2134,41,,1516130.603,5036602.681,LICEO EUROPEO ISTITUTO GONZAGA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,0,3048,VIA VITRUVIO 41,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,0,LICEO EUROPEO,DIURNO,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.206044735,45.48258711,"(45.4825871136999, 9.20604473524224)",,
2221,45,,1518414.173,5036278.076,LS RUDOLF STEINER,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,67,3182,VIA CLERICETTI CELESTE 45,ENTE PRIVATO LAICO,PRIVATA PARITARIA,5,LICEO SCIENTIFICO,DIURNO,3,22,CITTA' STUDI,9.235251827,45.47960901,"(45.4796090134659, 9.23525182671483)",,
1108,51,,1515533.393,5037159.686,LS EUROPEO MARIA CONSOLATRICE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,0,3036,VIA GIOIA MELCHIORRE 51,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,0,LICEO SCIENTIFICO,DIURNO,2,11,ISOLA,9.19842074,45.48761419,"(45.4876141853097, 9.1984207397984)",,
7473,1,,1510260.869,5040137.026,IPSSCT P.FRISI SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO PROFESSIONALE,STUDENTI,SERVIZI PUBBLICI ESISTENTI,352,4042,VIA OTRANTO 1,STATALE,PARITARIA,20,ISTITUTO PROFESSIONALE STATALE PER I SERVIZI COMMERCIALI E TURISTICI SERALE,SERALE,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.131012255,45.51451012,"(45.5145101194897, 9.13101225459406)",,
5182,9,,1514095.059,5033721.907,LS GIACOMO LEOPARDI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,188,3028,VIA ARENA 9,ENTE PRIVATO LAICO,PRIVATA PARITARIA,8,LICEO SCIENTIFICO,DIURNO,1,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.179916668,45.45670129,"(45.4567012910427, 9.17991666835773)",,
3087,12,,1516614.373,5034503.052,IPSS MARIA AUSILIATRICE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO PROFESSIONALE,STUDENTI,SERVIZI PRIVATI ESISTENTI,236,3053,VIA BONVESIN DE LA RIVA 12,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,10,ISTITUTO PROFESSIONALE SERVIZI SOCIALI,DIURNO,4,26,XXII MARZO,9.21216397,45.46367715,"(45.4636771507376, 9.21216397048883)",,
3087,12,,1516614.373,5034503.052,LICEO MARIA AUSILIATRICE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,91,3053,VIA BONVESIN DE LA RIVA 12,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,5,LICEO DELLA COMUNICAZIONE,DIURNO,4,26,XXII MARZO,9.21216397,45.46367715,"(45.4636771507376, 9.21216397048883)",,
2261,12,,1516346.518,5037227.906,LS CARDUCCI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,72,4302,VIA APORTI FERRANTE 12,ENTE PRIVATO LAICO,PRIVATA PARITARIA,5,LICEO SCIENTIFICO,DIURNO,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.20882822,45.48820971,"(45.488209710749, 9.20882822016209)",,
7082,24,,1514231.289,5035885.611,LS SCUOLA GERMANICA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO SUPERIORE STRANIERO,STUDENTI,SERVIZI PRIVATI ESISTENTI,0,3190,VIA LEGNANO 24,ENTE PRIVATO LAICO,PRIVATA NON PARITARIA,0,ISTITUTO SUPERIORE STRANIERO,DIURNO,1,2,BRERA,9.181721445,45.47617398,"(45.47617398063, 9.18172144521134)",,
2221,45,,1518414.173,5036278.076,IA RUDOLF STEINER,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO D'ARTE,STUDENTI,SERVIZI PRIVATI ESISTENTI,53,3182,VIA CLERICETTI CELESTE 45,ENTE PRIVATO LAICO,PRIVATA PARITARIA,5,ISTITUTO D'ARTE,DIURNO,3,22,CITTA' STUDI,9.235251827,45.47960901,"(45.4796090134659, 9.23525182671483)",,
6504,12,,1510876.494,5035994.101,LYCEE STENDHAL,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO SUPERIORE STRANIERO,STUDENTI,SERVIZI PRIVATI ESISTENTI,0,3193,VIA LAVENO 12,ENTE PRIVATO LAICO,PRIVATA NON PARITARIA,0,ISTITUTO SUPERIORE STRANIERO,DIURNO,7,60,STADIO - IPPODROMI,9.138802505,45.47721059,"(45.4772105884742, 9.13880250548015)",,
3034,1,,1515922.123,5034706.332,INTERNATIONAL SCHOOL OF MILAN,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO SUPERIORE STRANIERO,STUDENTI,SERVIZI PRIVATI ESISTENTI,0,4309,VIA BELLINI VINCENZO 1,ENTE PRIVATO LAICO,PRIVATA NON PARITARIA,0,ISTITUTO SUPERIORE STRANIERO,DIURNO,1,4,GUASTALLA,9.203315857,45.46552294,"(45.4655229442231, 9.20331585688783)",,
1539,65,,1512244.639,5040975.286,IPSSAR GIANNI BRERA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO PROFESSIONALE,STUDENTI,SERVIZI PUBBLICI ESISTENTI,750,4084,VIA LITTA MODIGNANI ALESSANDRO 65,STATALE,PARITARIA,31,ISTITUTO PROFESSIONALE STATALE ALBERGHIERO,DIURNO,9,81,BOVISASCA,9.156430744,45.52202334,"(45.5220233391383, 9.15643074403664)",,
2524,16,,1518922.133,5038460.211,LS F.BESTA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,496,4118,VIA CALABRIA DON GIOVANNI 16,STATALE,PARITARIA,21,LICEO SCIENTIFICO STATALE,DIURNO,3,18,CIMIANO - ROTTOLE - Q.RE FELTRE,9.241834961,45.49923665,"(45.4992366460769, 9.2418349609102)",,
6810,4,,1510791.929,5033614.737,LS SCUOLA COMUNITA' EBRAICA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,63,3145,VIA MAYER SALLY 4,ENTE PRIVATO LAICO,PRIVATA PARITARIA,7,LICEO SCIENTIFICO,DIURNO,6,52,BANDE NERE,9.137668544,45.45579526,"(45.4557952572962, 9.13766854412073)",,
3031,12,,1515909.028,5034615.457,CONSERVATORIO GIUSEPPE VERDI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,CONSERVATORIO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,0,4321,VIA CONSERVATORIO 12,STATALE,PARITARIA,0,CONSERVATORIO,DIURNO,1,4,GUASTALLA,9.203145418,45.46470528,"(45.4647052791406, 9.20314541811784)",,
6810,4,,1510791.929,5033614.737,LL SCUOLA COMUNITA' EBRAICA,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,53,3145,VIA MAYER SALLY 4,ENTE PRIVATO LAICO,PRIVATA PARITARIA,7,LICEO LINGUISTICO,DIURNO,6,52,BANDE NERE,9.137668544,45.45579526,"(45.4557952572962, 9.13766854412073)",,
2275,116,,1518070.203,5038111.766,IPIA G.CASATI SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO PROFESSIONALE,STUDENTI,SERVIZI PRIVATI ESISTENTI,86,4015,VIA PADOVA 116,ENTE PRIVATO LAICO,PRIVATA PARITARIA,3,ISTITUTO PROFESSIONALE PER L'INDUSTRIA E L'ARTIGIANATO SERALE,SERALE,2,19,PADOVA - TURRO - CRESCENZAGO,9.230918151,45.49612286,"(45.4961228611882, 9.23091815094671)",,
3122,9,,1516722.308,5035302.871,ITIS INFORMATICO S. FREUD,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,72,4325,VIA MODENA GUSTAVO 9,STATALE,PARITARIA,5,ISTITUTO TECNICO INDUSTRIALE STATALE,DIURNO,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.213571725,45.47087372,"(45.4708737167504, 9.21357172549051)",,
5422,35,,1513507.779,5028526.087,IP V.KANDINSKY SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO PROFESSIONALE,STUDENTI,SERVIZI PUBBLICI ESISTENTI,115,4078,VIA BARONI COSTANTINO 35,STATALE,PARITARIA,6,ISTITUTO PROFESSIONALE SERALE,DIURNO,5,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,9.172263526,45.40994512,"(45.4099451194148, 9.17226352588129)",,
5436,7,,1514094.634,5030666.412,LS  CLAUDIO VARALLI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,104,4135,VIA DINI ULISSE 7,STATALE,PARITARIA,5,LICEO SCIENTIFICO STATALE,DIURNO,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.179824002,45.42919875,"(45.4291987541814, 9.17982400171202)",,
1526,14,,1514947.449,5039259.691,LSS GALVANI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,47,4070,VIA GATTI FRANCESCO 14,STATALE,PARITARIA,2,LICEO SCIENTIFICO STATALE,DIURNO,9,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,9.190986433,45.50652892,"(45.5065289189963, 9.19098643280961)",,
1064,8,,1514697.194,5036321.586,LL TEATRO ALLA SCALA SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,105,4329,PZA VENTICINQUE APRILE 8,COMUNALE,PARITARIA,5,LICEO LINGUISTICO CIVICO SERALE,SERALE,1,2,BRERA,9.187695239,45.48008855,"(45.480088549787, 9.1876952389084)",,
1213,19,,1515763.773,5037351.536,LS TECNOLOGICO DON BOSCO,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,97,4330,VIA TONALE 19,ENTE PRIVATO RELIGIOSO,PRIVATA PARITARIA,4,LICEO SCIENTIFICO,DIURNO,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.201374959,45.48933586,"(45.4893358630585, 9.20137495867058)",,
7473,1,,1510260.869,5040137.026,LS FRISI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,37,4042,VIA OTRANTO 1,STATALE,PARITARIA,2,LICEO SCIENTIFICO STATALE,DIURNO,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.131012255,45.51451012,"(45.5145101194897, 9.13101225459406)",,
3364,34,,1519432.193,5034010.927,LS ORIANI MAZZINI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,14,4038,VIA ZANTE 34,STATALE,PARITARIA,1,LICEO SCIENTIFICO STATALE,DIURNO,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.248187663,45.45917504,"(45.4591750354149, 9.24818766265366)",,
5182,13,,1514051.224,5033629.627,ITG MILANO  M.TIRELLI SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,ISTITUTO TECNICO,STUDENTI,SERVIZI PRIVATI ESISTENTI,64,4126,VIA ARENA 13,ENTE PRIVATO LAICO,PRIVATA PARITARIA,1,ISTITUTO TECNICO COMMERCIALE PER GEOMETRI SERALE,SERALE,1,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.179353408,45.45587156,"(45.4558715596519, 9.17935340799524)",,
1064,8,,1514697.194,5036321.586,LL CIVICO LICEO LINGUISTICO SERALE,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,10,4334,PZA VENTICINQUE APRILE 8,COMUNALE,PARITARIA,2,LICEO LINGUISTICO CIVICO SERALE,SERALE,1,2,BRERA,9.187695239,45.48008855,"(45.480088549787, 9.1876952389084)",,
6672,12,,1510019.384,5032713.882,LC ALEXIS CARREL,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PRIVATI ESISTENTI,19,4335,VIA INGANNI ANGELO 12,ENTE PRIVATO LAICO,PRIVATA PARITARIA,1,LICEO CLASSICO,DIURNO,6,53,LORENTEGGIO,9.127769875,45.4476981,"(45.4476980956169, 9.12776987461916)",,
1539,55,,1512581.819,5041068.321,LS VILFREDO FEDERICO PARETO,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,21,4114,VIA LITTA MODIGNANI ALESSANDRO 55,STATALE,PARITARIA,1,LICEO SCIENTIFICO STATALE,DIURNO,9,81,BOVISASCA,9.160750514,45.52285476,"(45.5228547561716, 9.16075051361466)",,
6212,25,,1512846.964,5034395.542,LS NICOLA MORESCHI,ISTRUZIONE,SCUOLE SECONDARIE DI SECONDO GRADO,LICEO,STUDENTI,SERVIZI PUBBLICI ESISTENTI,23,4112,VLE SAN MICHELE DEL CARSO 25,STATALE,PARITARIA,1,LICEO SCIENTIFICO STATALE,DIURNO,1,7,MAGENTA - S. VITTORE,9.163971559,45.46278865,"(45.4627886547616, 9.16397155918112)",,
